iter	Logloss
298	0.4095880018
299	0.4095307066
300	0.4093664616
301	0.4093588194
302	0.4093063081
303	0.4092840572
304	0.4091881547
305	0.4091811667
306	0.4091644821
307	0.4090538759
308	0.4090077018
309	0.4089235314
310	0.4088441623
311	0.4088378473
312	0.408831327
313	0.4087787161
314	0.4087730172
315	0.4087674329
316	0.4086389677
317	0.4085893845
318	0.408545098
319	0.4084537398
320	0.4083595137
321	0.4082259347
322	0.408170727
323	0.4080383323
324	0.4079643374
325	0.4077692003
326	0.4076842781
327	0.4076706767
328	0.4076305491
329	0.4075848548
330	0.4074918063
331	0.4074396431
332	0.4072744303
333	0.4071655398
334	0.4070924219
335	0.4070890817
336	0.4069607968
337	0.406934651
338	0.4067739693
339	0.4066998411
340	0.4065188664
341	0.4063513054
342	0.4062968194
343	0.406178828
344	0.4061127407
345	0.4060350033
346	0.4059570139
347	0.4059055906
348	0.4058086778
349	0.4057779722
350	0.4055821902
351	0.4055139748
352	0.4054230999
353	0.4054210905
354	0.405382826
355	0.4053548271
356	0.4053194385
357	0.4052361158
358	0.4051488265
359	0.4051129579
360	0.405064726
361	0.4050630785
362	0.4049702218
363	0.404928316
364	0.4048030197
365	0.4046975941
366	0.4046157476
367	0.4045893808
368	0.4045705579
369	0.4045326384
370	0.4044255398
371	0.4043193332
372	0.4041921532
373	0.4040974259
374	0.4040415866
375	0.403929297
376	0.4037490068
377	0.4037087701
378	0.4036236843
379	0.4035734756
380	0.4034263719
381	0.4033088926
382	0.4032420386
383	0.403069848
384	0.4030082562
385	0.4029865315
386	0.4029764114
387	0.4028634958
388	0.4027445012
389	0.4026514546
390	0.4024748707
391	0.4024742404
392	0.4024190037
393	0.4023262847
394	0.4023203964
395	0.4022896894
396	0.4022026252
397	0.4021913702
398	0.4021552866
399	0.4020071192
400	0.4019733558
401	0.4018844261
402	0.4018356524
403	0.4017921269
404	0.4017916801
405	0.4016245086
406	0.4015780162
407	0.401508137
408	0.4014537013
409	0.4013441657
410	0.4012883534
411	0.4012356616
412	0.4011391915
413	0.4011200555
414	0.4010471092
415	0.4009692882
416	0.4008990854
417	0.4007749061
418	0.4007238864
419	0.4006956992
420	0.4006869683
421	0.4006772408
422	0.4006701895
423	0.4005903615
424	0.4005863026
425	0.400554992
426	0.400477378
427	0.4003496525
428	0.4002879217
429	0.4002353706
430	0.4001983855
431	0.4000363936
432	0.4000215147
433	0.3999845596
434	0.3999021681
435	0.3997835245
436	0.3996133516
437	0.3995472646
438	0.3994782308
439	0.3994245371
440	0.3993078741
441	0.3992935494
442	0.3992123951
443	0.3991673852
444	0.3990866223
445	0.3990090107
446	0.3989413998
447	0.398857657
448	0.3987758305
449	0.3986554966
450	0.3984491268
451	0.3983853893
452	0.3983147871
453	0.3982170607
454	0.3980859473
455	0.3980790284
456	0.397980791
457	0.3979035091
458	0.3978977497
459	0.3977966291
460	0.3977597559
461	0.3977225592
462	0.3977156525
463	0.3976826724
464	0.3976792182
465	0.3976157029
466	0.3976013333
467	0.3975818043
468	0.3975373509
469	0.3974837479
470	0.39732377
471	0.3972019186
472	0.3971418808
473	0.3971152896
474	0.3969532214
475	0.3967588406
476	0.3966598286
477	0.3965967809
478	0.3965378333
479	0.3965083199
480	0.3964622268
481	0.3964497424
482	0.3964076152
483	0.3963189108
484	0.3962384219
485	0.3961899289
486	0.3961899273
487	0.3961687313
488	0.3961099083
489	0.396093671
490	0.3960202015
491	0.395894522
492	0.3958546352
493	0.3956670208
494	0.3956493349
495	0.3956493298
496	0.3955753796
497	0.3955714738
498	0.3955274094
499	0.3953890956
500	0.3953091829
501	0.395240961
502	0.3951999646
503	0.3951249015
504	0.3950959006
505	0.3948813191
506	0.3947693441
507	0.3947119426
508	0.3946983862
509	0.3946116324
510	0.3946023953
511	0.3945879534
512	0.3944964315
513	0.39445647
514	0.3943617709
515	0.3941675658
516	0.3941162932
517	0.3940571879
518	0.3939404807
519	0.3939034147
520	0.3938842241
521	0.3938775911
522	0.3937920043
523	0.3937188999
524	0.3937188975
525	0.3936244596
526	0.3935644794
527	0.3934013819
528	0.3933370434
529	0.3933366331
530	0.3932267713
531	0.3931880989
532	0.3930688777
533	0.3930299136
534	0.3929133023
535	0.3928538411
536	0.3928531988
537	0.3927400386
538	0.392658036
539	0.3926090495
540	0.392559095
541	0.3924762332
542	0.3923852351
543	0.3923507448
544	0.3923192025
545	0.3923158163
546	0.39231497
547	0.3922378136
548	0.3921078449
549	0.3921076758
550	0.3920660046
551	0.3920648255
552	0.3920624331
553	0.3920128112
554	0.3919315594
555	0.3919176729
556	0.3918232638
557	0.3917699415
558	0.3915747344
559	0.3915236115
560	0.3914586338
561	0.3914585899
562	0.3913892815
563	0.3913353736
564	0.3912363313
565	0.3911621376
566	0.3910464829
567	0.3908598045
568	0.390764937
569	0.3906876803
570	0.3906154871
571	0.3905472641
572	0.3905422734
573	0.3905039182
574	0.3904914488
575	0.3903660014
576	0.3903143871
577	0.3902301412
578	0.3901393448
579	0.3901099671
580	0.3900798947
581	0.3900196627
582	0.3900186268
583	0.3898516919
584	0.3897829221
585	0.3897469546
586	0.3897261406
587	0.3896748567
588	0.3896206904
589	0.3895395971
590	0.3894726136
591	0.3893869801
592	0.3892306594
593	0.3892008748
594	0.3890955927
595	0.3890831924
596	0.3890829763
597	0.389054797
598	0.3890064209
599	0.3889474921
600	0.3888907465
601	0.388872684
602	0.3888076468
603	0.3885807145
604	0.3885072139
605	0.3884643221
606	0.3883689685
607	0.3883184107
608	0.3882269111
609	0.3881478847
610	0.388054735
611	0.3879805442
612	0.3879782421
613	0.3879746377
614	0.3879357918
615	0.3878382298
616	0.3878304365
617	0.3877619623
618	0.3876944125
619	0.387646653
620	0.3875514638
621	0.3875399835
622	0.3875091723
623	0.3874691766
624	0.3873488415
625	0.3872270208
626	0.3872267367
627	0.3871664131
628	0.3871042255
629	0.3870879168
630	0.3870393601
631	0.3869460077
632	0.3868483205
633	0.3867406672
634	0.3867404266
635	0.3867333938
636	0.3867096653
637	0.3867044243
638	0.386632069
639	0.3865579688
640	0.3865134485
641	0.3864609889
642	0.3863784068
643	0.3862663423
644	0.3861423427
645	0.3861312499
646	0.3860483927
647	0.3860467296
648	0.3860328661
649	0.385927517
650	0.3858301788
651	0.3858054305
652	0.3857721701
653	0.385708913
654	0.3856599416
655	0.3856039115
656	0.3855351931
657	0.3853458194
658	0.3852346892
659	0.3852338639
660	0.3852330597
661	0.3851477363
662	0.3850786441
663	0.3850579513
664	0.384995492
665	0.3848210288
666	0.3847894408
667	0.3846511379
668	0.3845805209
669	0.3845532885
670	0.3845359768
671	0.3844514777
672	0.3843264838
673	0.384322185
674	0.3842269064
675	0.3841945895
676	0.3840738688
677	0.3840289494
678	0.3839928525
679	0.3839410608
680	0.3838068864
681	0.3837340713
682	0.3836704977
683	0.3836035948
684	0.3835441722
685	0.3834892293
686	0.3833060014
687	0.3832920492
688	0.3831587241
689	0.3831045662
690	0.38295184
691	0.382843129
692	0.382705841
693	0.3826866811
694	0.3825381292
695	0.3824166989
696	0.3823263507
697	0.3822781186
698	0.382193935
699	0.3821295062
700	0.3821243621
701	0.3820393097
702	0.3819590437
703	0.3818902048
704	0.3818494648
705	0.3818281691
706	0.3817352521
707	0.3816675231
708	0.3816194709
709	0.3815992676
710	0.3815955024
711	0.3814820544
712	0.3814403582
713	0.3813719452
714	0.3813612757
715	0.3813555838
716	0.3812613464
717	0.3812567064
718	0.3811572694
719	0.381041973
720	0.3809185943
721	0.3808652985
722	0.3807908163
723	0.3806652145
724	0.3806106645
725	0.3806033011
726	0.3805970196
727	0.3805475039
728	0.3805385129
729	0.3804169208
730	0.380386103
731	0.3803526838
732	0.3803298835
733	0.3802440006
734	0.3801844881
735	0.3800803165
736	0.3799917558
737	0.3799407354
738	0.3798986908
739	0.3798753503
740	0.3798179103
741	0.3797802193
742	0.3797120061
743	0.3796171931
744	0.3796024007
745	0.3795720396
746	0.3795295893
747	0.3794308529
748	0.3793898054
749	0.3792137689
750	0.3791791826
751	0.3791622112
752	0.3789841197
753	0.3788841838
754	0.3787609957
755	0.3787585813
756	0.3786666101
757	0.3785572819
758	0.3784911423
759	0.3784172263
760	0.3782588715
761	0.3781926635
762	0.3781800851
763	0.3781772026
764	0.378094934
765	0.3780095826
766	0.3779604381
767	0.3779419435
768	0.377904404
769	0.3778752807
770	0.3778101831
771	0.3778054147
772	0.3777304963
773	0.3776621519
774	0.3776350544
775	0.3776163352
776	0.3775165859
777	0.3774430062
778	0.3774056697
779	0.3773806793
780	0.377233575
781	0.3770586425
782	0.3769932793
783	0.3769465408
784	0.3768657647
785	0.3767536976
786	0.3767165316
787	0.3766908301
788	0.3765900731
789	0.3765897359
790	0.3765443693
791	0.3764441308
792	0.3764092667
793	0.3763988193
794	0.3763009359
795	0.3762242511
796	0.3762019197
797	0.3761914179
798	0.3761058369
799	0.375930657
800	0.3758697195
801	0.3757576576
802	0.3756400737
803	0.3755880957
804	0.3755532464
805	0.3754463129
806	0.3753899449
807	0.3753378172
808	0.3753037459
809	0.3752388105
810	0.3751425879
811	0.3750317683
812	0.3750119709
813	0.3749030651
814	0.3748136678
815	0.3747499207
816	0.3746799316
817	0.3746006486
818	0.3745687364
819	0.3745121746
820	0.3744666057
821	0.3744601774
822	0.3743734695
823	0.3743732927
824	0.374198848
825	0.3741163039
826	0.3741030946
827	0.3740773932
828	0.3739915119
829	0.3739468406
830	0.3738105033
831	0.3736941388
832	0.3736464719
833	0.3736457568
834	0.373550812
835	0.3734479281
836	0.3734034162
837	0.3733996841
838	0.3733199808
839	0.373211242
840	0.3731079857
841	0.3729481434
842	0.3728646845
843	0.3728284895
844	0.3727592399
845	0.3727271275
846	0.3726708199
847	0.3725827875
848	0.3725594292
849	0.3724980276
850	0.3723524041
851	0.3722141298
852	0.3721094639
853	0.3720423734
854	0.3719550671
855	0.3719218358
856	0.3719063139
857	0.3718305597
858	0.37182619
859	0.3717588773
860	0.3717576844
861	0.3716647529
862	0.3716579795
863	0.3716492993
864	0.371570819
865	0.3714939885
866	0.3714551762
867	0.3714146832
868	0.3713343421
869	0.3712576011
870	0.3711596511
871	0.3710445977
872	0.3709425617
873	0.3708744702
874	0.3707760815
875	0.3707200015
876	0.3706791297
877	0.3705897276
878	0.3704844491
879	0.370426713
880	0.3702507739
881	0.3700771006
882	0.3700737642
883	0.370050887
884	0.3699343317
885	0.3698847552
886	0.369843603
887	0.369837347
888	0.3697920591
889	0.3697612127
890	0.3697501342
891	0.3695869473
892	0.3694938573
893	0.3694484644
894	0.3693714418
895	0.3692346055
896	0.3692076297
897	0.3691329796
898	0.3690602673
899	0.3690600748
900	0.3690310411
901	0.3688979828
902	0.3688173827
903	0.3687980155
904	0.3687111547
905	0.3685963079
906	0.3685015002
907	0.3684377807
908	0.3683106326
909	0.3682007356
910	0.3681388034
911	0.3680448658
912	0.3679862873
913	0.3679380862
914	0.3678132838
915	0.367726243
916	0.3676937045
917	0.3676455137
918	0.3676405156
919	0.367476974
920	0.3673876661
921	0.3671954407
922	0.3670299105
923	0.366988009
924	0.3669249799
925	0.3668271928
926	0.3667273772
927	0.3665794722
928	0.366516843
929	0.3664139814
930	0.3663286808
931	0.3662003468
932	0.3660998145
933	0.3659953044
934	0.3659621511
935	0.3659242915
936	0.3657663592
937	0.3656718212
938	0.3656279654
939	0.3654849908
940	0.3653665951
941	0.3653152057
942	0.3651455862
943	0.3650423344
944	0.3649760074
945	0.3649300967
946	0.3647733444
947	0.3646977785
948	0.3646463691
949	0.3645327897
950	0.3644143216
951	0.3643698011
952	0.3643206753
953	0.3641702203
954	0.364153736
955	0.3640869975
956	0.3640099449
957	0.363953714
958	0.3638833019
959	0.3638601034
960	0.3637234733
961	0.3635885242
962	0.3634854948
963	0.3634100137
964	0.3633654212
965	0.3633332856
966	0.3632157259
967	0.3630894491
968	0.3629768465
969	0.3629518559
970	0.3629189394
971	0.3627432526
972	0.362618172
973	0.3625351149
974	0.3625054684
975	0.3624758244
976	0.3623663923
977	0.3623466658
978	0.3622201775
979	0.3621753691
980	0.3620935036
981	0.3620541887
982	0.3619910422
983	0.3619108428
984	0.3618697704
985	0.3617946491
986	0.3616729672
987	0.3615540186
988	0.3615123262
989	0.3614547431
990	0.3613834918
991	0.3612983729
992	0.3612811474
993	0.3611619406
994	0.3610176496
995	0.3609950953
996	0.3608993856
997	0.3608343518
998	0.3607204601
999	0.3606542406
1000	0.3605162653
1001	0.3604014994
1002	0.3603279178
1003	0.3601893695
1004	0.3600504737
1005	0.3598860679
1006	0.3597960476
1007	0.3597544524
1008	0.3596562641
1009	0.3595584964
1010	0.3595395704
1011	0.3595132973
1012	0.3593992028
1013	0.3593189485
1014	0.3592785252
1015	0.3592164287
1016	0.3591711778
1017	0.359114424
1018	0.3590060527
1019	0.3589469923
1020	0.3588624489
1021	0.3588234496
1022	0.3587977057
1023	0.3587446903
1024	0.3586216312
1025	0.358485549
1026	0.3584442098
1027	0.3583737296
1028	0.3582605303
1029	0.3581858883
1030	0.3581847902
1031	0.3580531701
1032	0.3579611021
1033	0.3579060847
1034	0.3578604436
1035	0.3577805376
1036	0.3577532931
1037	0.357644399
1038	0.357511133
1039	0.3574947267
1040	0.3574718692
1041	0.3574347366
1042	0.3573088021
1043	0.3571642642
1044	0.3571273864
1045	0.3570071047
1046	0.3569271505
1047	0.3567522095
1048	0.3566417196
1049	0.3566152796
1050	0.3564720389
1051	0.3563680595
1052	0.3561748715
1053	0.3561099137
1054	0.3559807687
1055	0.3558307849
1056	0.3557619302
1057	0.3557223044
1058	0.3555604703
1059	0.3554402312
1060	0.3553301776
1061	0.3552614737
1062	0.3551678026
1063	0.3551240045
1064	0.3550802604
1065	0.355038987
1066	0.354923309
1067	0.3548643798
1068	0.3547831563
1069	0.3547565586
1070	0.3546678102
1071	0.3544761478
1072	0.3543593756
1073	0.3543064936
1074	0.3542661971
1075	0.354229114
1076	0.3542083146
1077	0.3541596312
1078	0.3540167103
1079	0.3539923461
1080	0.3539284386
1081	0.3538313712
1082	0.353805294
1083	0.3537530631
1084	0.3536165148
1085	0.3535216222
1086	0.3534935914
1087	0.3533179238
1088	0.3532939554
1089	0.3532473977
1090	0.3532008328
1091	0.3531476928
1092	0.3531111701
1093	0.3531066037
1094	0.3529765174
1095	0.35294169
1096	0.3527703186
1097	0.3526425747
1098	0.3526222248
1099	0.3525553185
1100	0.3525431884
1101	0.3523438209
1102	0.3522905638
1103	0.3522462591
1104	0.3521228899
1105	0.352018194
1106	0.3519395404
1107	0.351893179
1108	0.351857444
1109	0.3517988895
1110	0.3516449934
1111	0.3513992565
1112	0.3512180948
1113	0.3511532745
1114	0.3510624607
1115	0.3509223251
1116	0.3508415099
1117	0.3506548005
1118	0.3505162455
1119	0.3503856358
1120	0.3502545686
1121	0.3501571922
1122	0.3500697324
1123	0.3499879959
1124	0.349918269
1125	0.3498025332
1126	0.349709596
1127	0.3495998034
1128	0.3494734949
1129	0.3493831375
1130	0.3493796074
1131	0.3492725047
1132	0.3492163458
1133	0.3491607067
1134	0.3491115262
1135	0.3489724636
1136	0.3489350247
1137	0.3488275305
1138	0.3487494254
1139	0.3486514797
1140	0.3485442513
1141	0.3484936458
1142	0.3483972852
1143	0.3483595762
1144	0.3483174348
1145	0.3481997681
1146	0.3480847813
1147	0.348023313
1148	0.3479235391
1149	0.3478116749
1150	0.3477849199
1151	0.347739807
1152	0.3476137377
1153	0.3475551465
1154	0.3473665383
1155	0.3473550797
1156	0.3472861906
1157	0.3471966166
1158	0.3471026455
1159	0.3470530098
1160	0.3469326506
1161	0.3469224936
1162	0.346904048
1163	0.346834149
1164	0.3467824346
1165	0.3467121837
1166	0.3466293285
1167	0.3465843505
1168	0.3465371413
1169	0.3464110181
1170	0.3463493734
1171	0.3463309113
1172	0.3463205541
1173	0.3462565731
1174	0.3462176067
1175	0.3461537223
1176	0.3460575788
1177	0.3460316158
1178	0.3459341444
1179	0.3458692172
1180	0.345844778
1181	0.3458261437
1182	0.3456530562
1183	0.3456477514
1184	0.3456192905
1185	0.3454543881
1186	0.3454078813
1187	0.3453525156
1188	0.3452897269
1189	0.3452297063
1190	0.3450906781
1191	0.3450637683
1192	0.3449079786
1193	0.3447760021
1194	0.3446953031
1195	0.3446637398
1196	0.3446316215
1197	0.3446151394
1198	0.3445137
1199	0.3444642411
1200	0.3443897452
1201	0.3443090342
1202	0.3442991491
1203	0.3442935318
1204	0.3442371823
1205	0.3441418744
1206	0.3440152994
1207	0.3438690759
1208	0.3438079513
1209	0.3436356757
1210	0.3436213487
1211	0.3435152864
1212	0.3435010895
1213	0.3434866061
1214	0.3434594273
1215	0.3434348597
1216	0.3433976514
1217	0.3433412936
1218	0.343235559
1219	0.3432051648
1220	0.3431944184
1221	0.3431569825
1222	0.3430701319
1223	0.3430344527
1224	0.342965701
1225	0.3428944229
1226	0.3427979704
1227	0.3427810367
1228	0.3427313674
1229	0.3426751877
1230	0.3426041632
1231	0.3425503756
1232	0.3424686313
1233	0.3424451596
1234	0.3424119677
1235	0.3423727093
1236	0.3422709897
1237	0.3422602295
1238	0.3422380369
1239	0.3422140985
1240	0.3421942659
1241	0.3420673687
1242	0.3420463614
1243	0.3420437362
1244	0.3419971768
1245	0.3419053831
1246	0.3418838424
1247	0.3418636842
1248	0.3418323199
1249	0.3417983663
1250	0.3417093019
1251	0.3416890172
1252	0.3416187819
1253	0.3415965847
1254	0.3415083662
1255	0.3414366515
1256	0.3414263994
1257	0.3413343868
1258	0.3412806237
1259	0.3411956268
1260	0.3410302137
1261	0.3409877592
1262	0.3408071573
1263	0.3406675969
1264	0.3406345848
1265	0.3404740183
1266	0.3404625602
1267	0.340330172
1268	0.3401874615
1269	0.34010819
1270	0.3400801849
1271	0.3400422865
1272	0.3399630523
1273	0.3398935148
1274	0.3398071809
1275	0.3397802442
1276	0.3396815152
1277	0.3395921875
1278	0.3394511732
1279	0.339380641
1280	0.3392826483
1281	0.3392364216
1282	0.3390733037
1283	0.3389950381
1284	0.338962907
1285	0.3388764178
1286	0.3388558404
1287	0.3387192464
1288	0.3387106133
1289	0.3385857544
1290	0.3385661333
1291	0.3385338176
1292	0.3385030818
1293	0.3384407853
1294	0.3384107197
1295	0.3383716057
1296	0.3383115488
1297	0.3382362028
1298	0.3381049996
1299	0.3380221103
1300	0.3379132856
1301	0.3377758673
1302	0.3377666922
1303	0.3376721524
1304	0.337620725
1305	0.3374170724
1306	0.3372934055
1307	0.3370961095
1308	0.3370071702
1309	0.3369676724
1310	0.33685019
1311	0.3366516225
1312	0.3365874798
1313	0.3365380629
1314	0.3364776908
1315	0.336457314
1316	0.3363156746
1317	0.3362649098
1318	0.3360858319
1319	0.33603195
1320	0.3360268212
1321	0.3359930116
1322	0.3358579798
1323	0.3358375929
1324	0.335815245
1325	0.3357227697
1326	0.3355564124
1327	0.3354351208
1328	0.3353961355
1329	0.3353695167
1330	0.3353479049
1331	0.3353115681
1332	0.3352149501
1333	0.3351752593
1334	0.3349891464
1335	0.334945059
1336	0.3348856422
1337	0.3348506002
1338	0.3348142566
1339	0.3347580648
1340	0.334694396
1341	0.3346496148
1342	0.334525473
1343	0.3344906534
1344	0.3343632843
1345	0.3343284046
1346	0.334278954
1347	0.3341127033
1348	0.3340971454
1349	0.3340764726
1350	0.3340569754
1351	0.3340430729
1352	0.3339397499
1353	0.3338513478
1354	0.3337429389
1355	0.3336670272
1356	0.3335113099
1357	0.3334031076
1358	0.3333789804
1359	0.3333425725
1360	0.3332758631
1361	0.3332438884
1362	0.3331184145
1363	0.3330970015
1364	0.3330298004
1365	0.3329732492
1366	0.3329153165
1367	0.3327962509
1368	0.3326918884
1369	0.3325865473
1370	0.332520777
1371	0.332457577
1372	0.3324493089
1373	0.3323738481
1374	0.3323663726
1375	0.3323456502
1376	0.3323218995
1377	0.3322555701
1378	0.3321153759
1379	0.3320319851
1380	0.3319665919
1381	0.3319134245
1382	0.3318820959
1383	0.3317791695
1384	0.3317706092
1385	0.3316663363
1386	0.3315489715
1387	0.3314975591
1388	0.331399634
1389	0.3313531847
1390	0.3313392695
1391	0.3313125003
1392	0.3312098187
1393	0.331179666
1394	0.33109007
1395	0.3310046671
1396	0.3309310505
1397	0.330890076
1398	0.3308571932
1399	0.3307025411
1400	0.330571478
1401	0.3305504185
1402	0.3304495293
1403	0.3304403289
1404	0.3304209351
1405	0.3303552453
1406	0.3302344322
1407	0.3302111908
1408	0.330114607
1409	0.3300863844
1410	0.3300279552
1411	0.3299020931
1412	0.3296783157
1413	0.3296214817
1414	0.329571519
1415	0.3294629168
1416	0.3293876777
1417	0.3292940787
1418	0.3291132489
1419	0.3290111744
1420	0.3288602076
1421	0.3288379609
1422	0.3287574825
1423	0.3287128992
1424	0.3286766901
1425	0.3286637779
1426	0.3286203944
1427	0.3285172969
1428	0.3284766751
1429	0.328315412
1430	0.3282873873
1431	0.3281830257
1432	0.3281379915
1433	0.3280772107
1434	0.3279752629
1435	0.3279417615
1436	0.3278525506
1437	0.3278351609
1438	0.3277692937
1439	0.3277070456
1440	0.3275581696
1441	0.3274340786
1442	0.3273961851
1443	0.3273669504
1444	0.3273347038
1445	0.3272688008
1446	0.3272406138
1447	0.3271779914
1448	0.3271122975
1449	0.3270784662
1450	0.3269469661
1451	0.3269035135
1452	0.3269012335
1453	0.3268062295
1454	0.3266489444
1455	0.326589852
1456	0.3265816655
1457	0.3264920381
1458	0.3264593692
1459	0.3264544391
1460	0.3264381678
1461	0.3264153127
1462	0.3263515422
1463	0.3263472876
1464	0.3263171523
1465	0.3262933751
1466	0.3262540334
1467	0.3261747663
1468	0.3261575143
1469	0.3260874512
1470	0.3260338842
1471	0.3259582881
1472	0.3258460114
1473	0.3257275136
1474	0.3256031763
1475	0.3254964267
1476	0.3254376241
1477	0.3254206678
1478	0.3253268016
1479	0.3252954392
1480	0.3251513875
1481	0.3250479143
1482	0.3249943328
1483	0.3248878799
1484	0.3248175356
1485	0.3247857861
1486	0.3247564058
1487	0.3247476406
1488	0.3246818739
1489	0.3245939438
1490	0.3245247981
1491	0.3244987382
1492	0.3243747484
1493	0.3242653315
1494	0.3241646965
1495	0.3240327924
1496	0.3239620435
1497	0.3239055845
1498	0.3238453927
1499	0.3238325617
